DATE,MAKE,TYPE,URL,PAGE
6/1/2025,nissan,vans,https://riyasewana.com/buy/nissan-e25-sale-wennappuwa-9818267,7
6/1/2025,nissan,vans,https://riyasewana.com/buy/nissan-caravan-sale-galle-9818136,7
6/1/2025,nissan,vans,https://riyasewana.com/buy/nissan-caranan-kota-sale-kurunegala-9817902,7
6/1/2025,nissan,vans,https://riyasewana.com/buy/nissan-lion-face-sale-gampaha-9817079,7
6/1/2025,nissan,vans,https://riyasewana.com/buy/nissan-caravan-e24-sale-kurunegala-9816560,7
6/1/2025,nissan,vans,https://riyasewana.com/buy/nissan-caravan-crge24-sale-gampaha-9816477,7
6/1/2025,nissan,vans,https://riyasewana.com/buy/nissan-vanette-sale-ratnapura-9816148,7
6/1/2025,nissan,suvs,https://riyasewana.com/buy/nissan-x-trail-sale-colombo-9819827,2
6/1/2025,nissan,suvs,https://riyasewana.com/buy/nissan-x-trail-sale-colombo-9819421,2
6/1/2025,nissan,suvs,https://riyasewana.com/buy/nissan-qashqai-tekna-sale-moratuwa-9819027,2
6/1/2025,nissan,suvs,https://riyasewana.com/buy/nissan-dualis-japan-sale-chavakacheri-9817669,2
6/1/2025,nissan,crew-cabs,https://riyasewana.com/buy/nissan-atlas-sale-kuliyapitiya-9819821,1
6/1/2025,nissan,pickups,https://riyasewana.com/buy/nissan-d22-sale-balangoda-9820242,2
6/1/2025,nissan,pickups,https://riyasewana.com/buy/nissan-navara-sale-kandy-9818381,2
6/1/2025,nissan,pickups,https://riyasewana.com/buy/nissan-datsun-sale-kurunegala-9817452,2
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-swift-sale-moneragala-9820590,23
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-800-sale-gampaha-9820343,23
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-swift-sale-elpitiya-9820195,23
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-800-sale-tangalle-9820127,23
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-sale-kilinochchi-9820052,23
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-swift-sale-embilipitiya-9819991,23
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-zen-estilo-sale-homagama-9819832,23
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-maruti-sale-kandy-9819652,23
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-9819613,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-800-sale-kandy-9819597,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-sx4-sale-colombo-9819523,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-spacia-sale-galle-9819383,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-esteem-sale-dehiwala-mount-lavinia-9819325,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-taft-crime-sale-colombo-9819188,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-baleno-sale-piliyandala-9819117,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-spacia-custom-sale-mirigama-9819010,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-maruti-sale-horana-9818926,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-japan-sale-minuwangoda-9818769,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-negombo-9818473,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-maruti-sale-matale-9818048,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-spacia-g-sale-kurunegala-9817890,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-celerio-sale-moratuwa-9817541,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-spacia-custom-sale-ja-ela-9817354,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-sale-kandy-9817034,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-swift-sale-nittambuwa-9816761,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-polonnaruwa-9816106,24
6/1/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-swift-sale-warakapola-9815917,24
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-da64v-pc-sale-beruwala-9820528,4
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-omni-efi-sale-kadawatha-9820065,4
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-wagon-sale-ampara-9819839,4
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-sale-kurunegala-9819760,4
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-wagon-sale-kandy-9819716,4
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-sale-kurunegala-9819592,4
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-da52v-sale-gampaha-9818752,4
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-full-sale-puttalam-9818141,4
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-sale-moratuwa-9817903,4
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-sale-kandy-9816750,4
6/1/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-full-sale-mirigama-9816289,4
6/1/2025,micro,cars,https://riyasewana.com/buy/micro-trend-sale-polgahawela-9818875,2
6/1/2025,micro,cars,https://riyasewana.com/buy/micro-mx7-sale-negombo-9817679,2
6/1/2025,micro,cars,https://riyasewana.com/buy/micro-panda-sale-nittambuwa-9816498,3
6/1/2025,micro,suvs,https://riyasewana.com/buy/micro-actyon-sale-bandaragama-9820633,2
6/1/2025,micro,suvs,https://riyasewana.com/buy/micro-rexton-sale-malabe-9819313,2
6/1/2025,micro,suvs,https://riyasewana.com/buy/micro-rexton-270xdi-sale-kaduwela-9818931,2
6/1/2025,micro,suvs,https://riyasewana.com/buy/micro-actyon-sale-ja-ela-9818526,2
6/1/2025,micro,suvs,https://riyasewana.com/buy/micro-ssangyong-sale-gampaha-9817978,2
6/1/2025,micro,suvs,https://riyasewana.com/buy/micro-kyron-sale-anuradapura-9817573,2
6/1/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-ek-wagon-sale-kalutara-9820586,5
6/1/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-lancer-sale-kurunegala-9819945,5
6/1/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-celeste-sale-kurunegala-9819837,5
6/1/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-lancer-glxi-sale-gampaha-9819672,5
6/1/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-lancer-cs1-sale-kotte-9819345,5
6/1/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-matugama-9819326,5
6/1/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-gampaha-9819295,5
6/1/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-lancer-cs1-sale-embilipitiya-9819118,5
6/1/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-colombo-9818682,5
6/1/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-kurunegala-9817418,5
6/1/2025,mitsubishi,vans,https://riyasewana.com/buy/mitsubishi-miev-sale-kandy-9820547,2
6/1/2025,mitsubishi,vans,https://riyasewana.com/buy/mitsubishi-l300-sale-gampaha-9820404,2
6/1/2025,mitsubishi,vans,https://riyasewana.com/buy/mitsubishi-l300-sale-panadura-9819308,2
6/1/2025,mitsubishi,vans,https://riyasewana.com/buy/mitsubishi-l300-sale-balangoda-9818820,2
6/1/2025,mitsubishi,vans,https://riyasewana.com/buy/mitsubishi-delica-sale-kuliyapitiya-9816638,3
6/1/2025,mitsubishi,vans,https://riyasewana.com/buy/mitsubishi-l300-sale-panadura-9816336,3
6/1/2025,mitsubishi,vans,https://riyasewana.com/buy/mitsubishi-l300-sale-katunayake-9816269,3
6/1/2025,mitsubishi,suvs,https://riyasewana.com/buy/mitsubishi-pajero-sale-padukka-9820291,6
6/1/2025,mitsubishi,suvs,https://riyasewana.com/buy/mitsubishi-pajero-v36-sale-gampaha-9819195,6
6/1/2025,mitsubishi,suvs,https://riyasewana.com/buy/mitsubishi-outlander-sale-kandy-9818990,6
6/1/2025,mitsubishi,suvs,https://riyasewana.com/buy/mitsubishi-montero-sale-embilipitiya-9818278,6
6/1/2025,mitsubishi,suvs,https://riyasewana.com/buy/mitsubishi-outlander-phev-sale-colombo-9817790,6
6/1/2025,mitsubishi,suvs,https://riyasewana.com/buy/mitsubishi-pajero-io-sale-kurunegala-9817653,6
6/1/2025,mitsubishi,suvs,https://riyasewana.com/buy/mitsubishi-pajero-sale-malabe-9817083,6
6/1/2025,mitsubishi,suvs,https://riyasewana.com/buy/mitsubishi-pajero-mk1-sale-kandy-9816824,6
6/1/2025,mitsubishi,suvs,https://riyasewana.com/buy/mitsubishi-montero-sport-sale-colombo-9816694,6
6/1/2025,mitsubishi,crew-cabs,https://riyasewana.com/buy/mitsubishi-l300-sale-kegalle-9817305,1
6/1/2025,mitsubishi,crew-cabs,https://riyasewana.com/buy/mitsubishi-canter-sale-dompe-9817189,1
6/1/2025,mitsubishi,pickups,https://riyasewana.com/buy/mitsubishi-mitsubishi-sale-kurunegala-9816608,1
6/1/2025,mitsubishi,pickups,https://riyasewana.com/buy/mitsubishi-l200-sale-colombo-9816555,1
6/1/2025,mahindra,suvs,https://riyasewana.com/buy/mahindra-kuv-100-sale-gampaha-9820335,1
6/1/2025,mahindra,suvs,https://riyasewana.com/buy/mahindra-kuv-100-sale-colombo-9819586,1
6/1/2025,mahindra,pickups,https://riyasewana.com/buy/mahindra-bolero-sale-kalutara-9818520,4
6/1/2025,mahindra,pickups,https://riyasewana.com/buy/mahindra-bolero-sale-matale-9818242,4
6/1/2025,mahindra,pickups,https://riyasewana.com/buy/mahindra-bolero-sale-ratnapura-9816334,4
6/1/2025,mazda,cars,https://riyasewana.com/buy/mazda-familia-bj3p-sale-ampara-9818883,2
6/1/2025,mazda,cars,https://riyasewana.com/buy/mazda-flair-xs-sale-colombo-9818877,3
6/1/2025,mazda,cars,https://riyasewana.com/buy/mazda-carol-hybrid-sale-ampara-9817786,3
6/1/2025,mazda,cars,https://riyasewana.com/buy/mazda-familia-323-sale-matugama-9817372,3
6/1/2025,mazda,vans,https://riyasewana.com/buy/mazda-bongo-sale-kandy-9819678,2
6/1/2025,mazda,vans,https://riyasewana.com/buy/mazda-sk82v-sale-trincomalee-9817265,2
6/1/2025,mazda,suvs,https://riyasewana.com/buy/mazda-b-2500-sale-colombo-9818321,1
6/1/2025,daihatsu,cars,https://riyasewana.com/buy/daihatsu-charmant-sale-gampaha-9819439,3
6/1/2025,daihatsu,cars,https://riyasewana.com/buy/daihatsu-charade-sale-kurunegala-9819092,3
6/1/2025,daihatsu,cars,https://riyasewana.com/buy/daihatsu-cero-sale-nugegoda-9818538,3
6/1/2025,daihatsu,cars,https://riyasewana.com/buy/daihatsu-x-limited-sale-colombo-9815787,3
6/1/2025,daihatsu,cars,https://riyasewana.com/buy/daihatsu-charade-g203-sale-colombo-9816825,3
6/1/2025,daihatsu,vans,https://riyasewana.com/buy/daihatsu-atrai-sale-kandy-9820614,1
6/1/2025,daihatsu,vans,https://riyasewana.com/buy/daihatsu-atrai-turbo-sale-divulapitiya-9820496,1
6/1/2025,daihatsu,vans,https://riyasewana.com/buy/daihatsu-hijet-sale-kurunegala-9818496,1
6/1/2025,daihatsu,vans,https://riyasewana.com/buy/daihatsu-atrai-wagon-sale-mahiyanganaya-9817374,1
6/1/2025,daihatsu,suvs,https://riyasewana.com/buy/daihatsu-jeep-sale-kurunegala-9820237,1
6/1/2025,daihatsu,suvs,https://riyasewana.com/buy/daihatsu-taft-g-sale-minuwangoda-9816295,1
6/1/2025,hyundai,cars,https://riyasewana.com/buy/hyundai-stellar-sale-negombo-9820465,2
6/1/2025,hyundai,cars,https://riyasewana.com/buy/hyundai-eon-sale-kelaniya-9820354,2
6/1/2025,hyundai,cars,https://riyasewana.com/buy/hyundai-grand-i10-sale-tangalle-9820173,2
6/1/2025,hyundai,cars,https://riyasewana.com/buy/hyundai-sonata-gls-sale-kurunegala-9816239,2
6/1/2025,kia,cars,https://riyasewana.com/buy/kia-spectra-sale-pannala-9819799,2
6/1/2025,kia,suvs,https://riyasewana.com/buy/kia-stonic-sale-wattala-9819913,3
6/1/2025,kia,suvs,https://riyasewana.com/buy/kia-sportage-sale-mulleriyawa-9819370,3
6/1/2025,kia,suvs,https://riyasewana.com/buy/kia-sportage-sale-colombo-9818114,3
6/1/2025,bmw,cars,https://riyasewana.com/buy/bmw-318i-sale-nugegoda-9820486,3
6/1/2025,bmw,cars,https://riyasewana.com/buy/bmw-520d-sale-pannipitiya-9820017,3
6/1/2025,bmw,cars,https://riyasewana.com/buy/bmw-320d-e90-sale-piliyandala-9819378,3
6/1/2025,bmw,cars,https://riyasewana.com/buy/bmw-740le-long-sale-ragama-9819089,3
6/1/2025,bmw,cars,https://riyasewana.com/buy/bmw-e90-320i-sale-bandaragama-9818514,3
6/1/2025,bmw,cars,https://riyasewana.com/buy/bmw-520d-sale-battaramulla-9817946,3
6/1/2025,bmw,cars,https://riyasewana.com/buy/bmw-318i-sale-malabe-9816935,3
6/1/2025,bmw,cars,https://riyasewana.com/buy/bmw-316-sale-kandy-9816752,3
6/1/2025,bmw,cars,https://riyasewana.com/buy/bmw-i8-coupe-sale-kadawatha-9816340,3
6/1/2025,bmw,suvs,https://riyasewana.com/buy/bmw-x1-sale-boralesgamuwa-9820055,1
6/1/2025,bmw,suvs,https://riyasewana.com/buy/bmw-x1-sale-galle-9817800,2
6/1/2025,perodua,cars,https://riyasewana.com/buy/perodua-viva-elite-sale-moneragala-9820654,2
6/1/2025,perodua,cars,https://riyasewana.com/buy/perodua-viva-elite-sale-piliyandala-9818661,2
6/1/2025,perodua,cars,https://riyasewana.com/buy/perodua-viva-elite-sale-moratuwa-9818616,2
6/1/2025,perodua,cars,https://riyasewana.com/buy/perodua-kelisa-sale-galle-9818402,2
6/1/2025,tata,cars,https://riyasewana.com/buy/tata-indigo-sale-kurunegala-9818168,1
6/1/2025,tata,cars,https://riyasewana.com/buy/tata-nano-sale-polonnaruwa-9817876,1
6/1/2025,tata,cars,https://riyasewana.com/buy/tata-indigo-sale-moratuwa-9817852,1
6/1/2025,tata,cars,https://riyasewana.com/buy/tata-glx-seta-sale-matara-9817228,1
6/1/2025,tata,pickups,https://riyasewana.com/buy/tata-xenon-sale-gampaha-9820192,2
6/1/2025,tata,pickups,https://riyasewana.com/buy/tata-cab-sale-kandy-9820082,2
6/1/2025,tata,pickups,https://riyasewana.com/buy/tata-207-di-sale-trincomalee-9816647,2
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-sb14-sale-minuwangoda-9824883,12
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-presea-sale-hambantota-9824865,12
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-vb11-sale-kurunegala-9824723,12
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-teana-sale-gampaha-9824706,12
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-b310-sale-matugama-9824565,12
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-cefiro-a33-sale-kalutara-9824433,12
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-wingroad-y12-sale-colombo-9824383,12
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-bluebird-sylphy-sale-bentota-9824363,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-n16-luxury-sale-negombo-9824244,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-sunny-ex-sale-colombo-9824189,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-sunny-fb13-sale-minuwangoda-9824017,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-leaf-sale-colombo-9823624,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-ad-wagon-sale-divulapitiya-9823404,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-trad-sunny-sale-dehiwala-mount-lavinia-9822959,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-trad-sunny-sale-kalutara-9822950,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-march-k11-sale-mirigama-9822940,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-sunny-b13-sale-anuradapura-9822735,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-tiida-sale-boralesgamuwa-9822502,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-super-saloon-sale-beruwala-9821919,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-ad-wagon-sale-dehiwala-mount-lavinia-9820884,13
6/2/2025,nissan,cars,https://riyasewana.com/buy/nissan-b310-sale-kadawatha-9820699,13
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-caravan-sale-kurunegala-9824951,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-caravan-sale-kuliyapitiya-9824757,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-vanette-sale-gampaha-9824443,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-vanette-gl-sale-kandy-9824420,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-caravan-e20-sale-mawanella-9824289,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-caravan-sale-kurunegala-9823757,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-clipper-sale-kegalle-9823754,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-caravan-sale-kegalle-9823577,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-caravan-sale-matara-9823305,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-clipper-gl-sale-matale-9823125,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-e25-sale-kegalle-9822865,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-clipper-da17-sale-colombo-9822442,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-vanette-sale-matugama-9821842,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-caravan-sale-galle-9821407,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-vanette-sale-chilaw-9821403,7
6/2/2025,nissan,vans,https://riyasewana.com/buy/nissan-largo-sale-kaduwela-9821207,7
6/2/2025,nissan,suvs,https://riyasewana.com/buy/nissan-x-trail-sale-kottawa-9824270,2
6/2/2025,nissan,suvs,https://riyasewana.com/buy/nissan-x-trail-pnt30-sale-malabe-9822302,2
6/2/2025,nissan,suvs,https://riyasewana.com/buy/nissan-x-trail-sale-kiribathgoda-9820766,2
6/2/2025,nissan,pickups,https://riyasewana.com/buy/nissan-navara-aventura-sale-battaramulla-9820864,2
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-sale-galle-9824943,22
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-sport-sale-horana-9824875,22
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-suzuki-sale-anuradapura-9824868,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-swift-dzire-sale-wattala-9824794,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-galle-9824577,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-zen-estilo-sale-divulapitiya-9824450,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-dankotuwa-9824267,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-celerio-zxi-sale-kandy-9824235,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-swift-rs-sale-colombo-9824196,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-swift-hybrid-sale-boralesgamuwa-9824117,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-kuliyapitiya-9823980,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-fz-mh-sale-kandy-9823615,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-maruti-sale-moneragala-9823600,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-baleno-gl-sale-maharagama-9823555,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-l-sale-matale-9823102,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-celerio-sale-panadura-9822962,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-hustler-j-sale-dehiwala-mount-lavinia-9822916,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-9822836,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-hybrid-sale-homagama-9822727,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-9822600,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-japan-sale-boralesgamuwa-9822496,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-sale-maharagama-9822280,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-maruti-sale-welimada-9822160,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-baleno-sale-avissawella-9817778,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-maruti-sale-boralesgamuwa-9822027,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-9821777,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-9821756,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-galle-9821614,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-maruti-800-sale-ampara-9821413,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-wagon-r-sale-polonnaruwa-9820806,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-spacia-sale-matara-9820776,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-800-sale-matara-9820746,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-alto-japan-sale-kadawatha-9820701,23
6/2/2025,suzuki,cars,https://riyasewana.com/buy/suzuki-maruti-zen-sale-kalutara-9820688,23
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-nv100-sale-galle-9824027,4
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-da17-sale-kandy-9823480,4
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-da52-sale-ratnapura-9823459,4
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-da17-sale-kuliyapitiya-9823357,4
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-join-sale-matale-9823202,4
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-omni-sale-galle-9822404,4
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-join-sale-kandy-9822217,4
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-semi-sale-kurunegala-9822040,4
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-full-sale-puttalam-9821938,4
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-basic-sale-kurunegala-9821646,4
6/2/2025,suzuki,vans,https://riyasewana.com/buy/suzuki-every-sale-maharagama-9821087,4
6/2/2025,suzuki,suvs,https://riyasewana.com/buy/suzuki-jimny-gypsy-sale-kandy-9824774,1
6/2/2025,suzuki,suvs,https://riyasewana.com/buy/suzuki-vitada-escudo-sale-avissawella-9824163,1
6/2/2025,suzuki,suvs,https://riyasewana.com/buy/suzuki-sx4-cross-sale-embilipitiya-9822501,1
6/2/2025,suzuki,suvs,https://riyasewana.com/buy/suzuki-s-cross-sale-colombo-9822298,1
6/2/2025,micro,cars,https://riyasewana.com/buy/micro-panda-sale-colombo-9823548,2
6/2/2025,micro,cars,https://riyasewana.com/buy/micro-trend-sale-kandy-9822635,2
6/2/2025,micro,cars,https://riyasewana.com/buy/micro-panda-cross-sale-malabe-9821524,2
6/2/2025,micro,suvs,https://riyasewana.com/buy/micro-rexton-sale-boralesgamuwa-9824095,2
6/2/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-hambantota-9824809,4
6/2/2025,mitsubishi,cars,https://riyasewana.com/buy/mitsubishi-galant-sigma-sale-kalutara-9824679,4
